slug,name,category,province,seo_title,seo_description,channel_description,embed_type,embed_source,fallback_url,featured
teleuniverso-canal-29,Teleuniverso Canal 29,national-news,,Teleuniverso Canal 29 en Vivo | DR TV,"Mira Teleuniverso Canal 29 en vivo online gratis, 24 horas al día. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Teleuniverso Canal 29 es uno de los canales de referencia en National, con programación de noticias, opinión y actualidad dominicana. En DR TV puedes seguir su transmisión en vivo directamente, sin salir de la página, ya sea que estés en la isla o formes parte de la diáspora dominicana en el exterior.",youtube,youtube.com/@CanalTeleuniverso,https://teleuniversotv.com/,false
teleunion-canal-16,Teleunión Canal 16,regional,Santiago,"Teleunión Canal 16 en Vivo | TV de Santiago, RD - DR TV","Ve Teleunión Canal 16 en vivo, la señal de Santiago en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Teleunión Canal 16 es la señal local de Santiago, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Santiago —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",hls,https://68aff552e1684.streamlock.net/teleunion/TU/playlist.m3u8,https://teleuniontvrd.com/,false
r-e-television,R&E Televisión,regional,Comendador Elías Piña,"R&E Televisión en Vivo | TV de Comendador Elías Piña, RD - DR TV","Ve R&E Televisión en vivo, la señal de Comendador Elías Piña en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","R&E Televisión es la señal local de Comendador Elías Piña, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Comendador Elías Piña —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",hls,https://cloud2.streaminglivehd.com:1936/8072/8072/playlist.m3u8,https://retv.do/en-vivo/,false
telenord-canal-8,Telenord Canal 8,regional,San Francisco de Macoris,Telenord Canal 8 en Vivo | DR TV,"Ve Telenord Canal 8 en vivo, la señal de San Francisco de Macoris en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Telenord Canal 8 es la señal local de San Francisco de Macoris, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de San Francisco de Macoris —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",youtube,youtube.com/channel/UCCfVdftz7iAug_IYreoJgHw,https://telenord.com.do/index.php?option=com_content&view=featured&Itemid=115,false
tele-santo-domingo,Tele Santo Domingo,national-news,,Tele Santo Domingo en Vivo | DR TV,"Mira Tele Santo Domingo en vivo online gratis, 24 horas al día. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Tele Santo Domingo es uno de los canales de referencia en Channel 42 Exito Vision cable, con programación de noticias, opinión y actualidad dominicana. En DR TV puedes seguir su transmisión en vivo directamente, sin salir de la página, ya sea que estés en la isla o formes parte de la diáspora dominicana en el exterior.",hls,https://vdopanel.jlahozconsulting.com:3769/live/santodomingolive.m3u8,https://www.telesantodomingo.com/,false
telenord-canal-12,Telenord Canal 12,national-news,,Telenord Canal 12 en Vivo | DR TV,"Mira Telenord Canal 12 en vivo online gratis, 24 horas al día. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Telenord Canal 12 es uno de los canales de referencia en Telenord network, con programación de noticias, opinión y actualidad dominicana. En DR TV puedes seguir su transmisión en vivo directamente, sin salir de la página, ya sea que estés en la isla o formes parte de la diáspora dominicana en el exterior.",youtube,youtube.com/channel/UCCfVdftz7iAug_IYreoJgHw,https://telenord.com.do/index.php?option=com_content&view=featured&Itemid=117,false
punta-cana-tv,Punta Cana TV,regional,Punta Cana,"Punta Cana TV en Vivo | TV de Punta Cana, RD - DR TV","Ve Punta Cana TV en vivo, la señal de Punta Cana en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Punta Cana TV es la señal local de Punta Cana, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Punta Cana —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",youtube,youtube.com/@puntacanatv,https://puntacanatvrd.com/web/,false
telesistema-canal-11,Telesistema Canal 11,national-news,,Telesistema Canal 11 en Vivo | DR TV,"Mira Telesistema Canal 11 en vivo online gratis, 24 horas al día. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Telesistema Canal 11 es uno de los canales de referencia en Major national network, con programación de noticias, opinión y actualidad dominicana. En DR TV puedes seguir su transmisión en vivo directamente, sin salir de la página, ya sea que estés en la isla o formes parte de la diáspora dominicana en el exterior.",youtube,youtube.com/c/telesistema11rd,https://telesistema11.com.do/,false
tv-higuey-digital,TV Higüey Digital,regional,Altagracia/Higüey,"TV Higüey Digital en Vivo | TV de Altagracia/Higüey, RD - DR TV","Ve TV Higüey Digital en vivo, la señal de Altagracia/Higüey en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","TV Higüey Digital es la señal local de Altagracia/Higüey, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Altagracia/Higüey —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",youtube,youtube.com/channel/UC3elUUXf0hQ6ay_ABawSM7Q,https://tvhigueydigital.com/,false
televiaducto,Televiaducto,regional,Moca Channel 3,"Televiaducto en Vivo | TV de Moca Channel 3, RD - DR TV","Ve Televiaducto en vivo, la señal de Moca Channel 3 en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Televiaducto es la señal local de Moca Channel 3, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Moca Channel 3 —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",youtube,youtube.com/channel/UCuJT7sicnhl0wkw9L4_j92w,https://www.televiaducto.com.do/,false
television-dominicana-usa,Televisión Dominicana (USA),national-news,,Televisión Dominicana (USA) en Vivo | DR TV,"Mira Televisión Dominicana (USA) en vivo online gratis, 24 horas al día. Disponible para la diáspora dominicana en cualquier parte del mundo.","Televisión Dominicana (USA) es uno de los canales de referencia en República Dominicana, con programación de noticias, opinión y actualidad dominicana. En DR TV puedes seguir su transmisión en vivo directamente, sin salir de la página, ya sea que estés en la isla o formes parte de la diáspora dominicana en el exterior.",youtube,youtube.com/@televisiondominicanatv5145,https://www.televisiondominicana.tv/,true
tv-10-san-juan,TV 10 San Juan,regional,San Juan de la Maguana,"TV 10 San Juan en Vivo | TV de San Juan de la Maguana, RD - DR TV","Ve TV 10 San Juan en vivo, la señal de San Juan de la Maguana en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","TV 10 San Juan es la señal local de San Juan de la Maguana, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de San Juan de la Maguana —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",hls,https://59d39900ebfb8.streamlock.net:443/tv10sanjuan/tv10sanjuan/playlist.m3u8,https://tv10sanjuan.com.do/,false
tv-plata,TV Plata,regional,Puerto Plata,"TV Plata en Vivo | TV de Puerto Plata, RD - DR TV","Ve TV Plata en vivo, la señal de Puerto Plata en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","TV Plata es la señal local de Puerto Plata, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Puerto Plata —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",iframe,https://rdomiplayer.com/landing/tv/1075/1,https://tvplata.com/,false
tvs,TVS,regional,Tenares Hermanas Mirabal,"TVS en Vivo | TV de Tenares Hermanas Mirabal, RD - DR TV","Ve TVS en vivo, la señal de Tenares Hermanas Mirabal en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","TVS es la señal local de Tenares Hermanas Mirabal, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Tenares Hermanas Mirabal —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",youtube,youtube.com/@tvscanal2295,https://tvs.com.do/,false
vallevision,Vallevisión,regional,La Vega/El Cibao,"Vallevisión en Vivo | TV de La Vega/El Cibao, RD - DR TV","Ve Vallevisión en vivo, la señal de La Vega/El Cibao en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Vallevisión es la señal local de La Vega/El Cibao, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de La Vega/El Cibao —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",youtube,youtube.com/embed/1cO8jTWMj6c,https://vallevision.com.do/,false
azua-tv,Azua TV,regional,Facebook-only,"Azua TV en Vivo | TV de Facebook-only, RD - DR TV","Ve Azua TV en vivo, la señal de Facebook-only en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Azua TV es la señal local de Facebook-only - Azua, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Facebook-only —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",facebook,https://www.facebook.com/azuatv3,https://www.facebook.com/azuatv3,false
beller-vision-canal-22,Beller Visión Canal 22,regional,Facebook-only,"Beller Visión Canal 22 en Vivo | TV de Facebook-only, RD - DR TV","Ve Beller Visión Canal 22 en vivo, la señal de Facebook-only en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Beller Visión Canal 22 es la señal local de Facebook-only - Dajabon, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Facebook-only —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",facebook,http://es-la.facebook.com/people/Beller-Vision-CANAL-22/100028375400328/,http://es-la.facebook.com/people/Beller-Vision-CANAL-22/100028375400328/,false
cotui-tv,Cotuí TV,regional,Facebook-only HD 4K,"Cotuí TV en Vivo | TV de Facebook-only HD 4K, RD - DR TV","Ve Cotuí TV en vivo, la señal de Facebook-only HD 4K en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Cotuí TV es la señal local de Facebook-only HD 4K - Sanchez Ramirez, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Facebook-only HD 4K —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",facebook,https://www.facebook.com/cotuitv/,https://www.facebook.com/cotuitv/,false
faro-vision-digital,Faro Visión Digital,regional,Facebook-only,"Faro Visión Digital en Vivo | TV de Facebook-only, RD - DR TV","Ve Faro Visión Digital en vivo, la señal de Facebook-only en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Faro Visión Digital es la señal local de Facebook-only - Río San Juan, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Facebook-only —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",facebook,https://www.facebook.com/farovision/,https://www.facebook.com/farovision/,false
santa-cruz-tv-8,Santa Cruz TV 8,regional,Facebook-only,"Santa Cruz TV 8 en Vivo | TV de Facebook-only, RD - DR TV","Ve Santa Cruz TV 8 en vivo, la señal de Facebook-only en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Santa Cruz TV 8 es la señal local de Facebook-only - El Seibo, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Facebook-only —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",facebook,https://www.facebook.com/SantaCruzTvCanal8LaMejorImagen/,https://www.facebook.com/SantaCruzTvCanal8LaMejorImagen/,false
televida-canal-41,Televida Canal 41,christian,,Televida Canal 41 en Vivo | Canal Cristiano Dominicano - DR TV,"Sintoniza Televida Canal 41 en vivo, programación cristiana dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Televida Canal 41 transmite programación cristiana en vivo desde Facebook-only Catholic station: alabanza, mensajes y contenido familiar. Sintonízalo en cualquier momento del día directamente en DR TV.",facebook,https://es-la.facebook.com/Televida/,https://es-la.facebook.com/Televida/,false
telenord-canal-10,Telenord Canal 10,national-news,,Telenord Canal 10 en Vivo | DR TV,"Mira Telenord Canal 10 en vivo online gratis, 24 horas al día. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Telenord Canal 10 es uno de los canales de referencia en Telenord network, con programación de noticias, opinión y actualidad dominicana. En DR TV puedes seguir su transmisión en vivo directamente, sin salir de la página, ya sea que estés en la isla o formes parte de la diáspora dominicana en el exterior.",youtube,youtube.com/channel/UCCfVdftz7iAug_IYreoJgHw,https://telenord.com.do/index.php?option=com_content&view=category&layout=blog&id=10&Itemid=116,false
tvo-39,TVO 39,regional,La Romana,"TVO 39 en Vivo | TV de La Romana, RD - DR TV","Ve TVO 39 en vivo, la señal de La Romana en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","TVO 39 es la señal local de La Romana, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de La Romana —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",hls,https://videoserver.tmcreativos.com:19360/gkemzxrrmr/gkemzxrrmr.m3u8,https://tvo.com.do/,false
vision-ndv,Visión NDV,regional,Santiago closed-circuit,"Visión NDV en Vivo | TV de Santiago closed-circuit, RD - DR TV","Ve Visión NDV en vivo, la señal de Santiago closed-circuit en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Visión NDV es la señal local de Santiago closed-circuit, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Santiago closed-circuit —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",hls,https://soportedvb.click:3891/live/visionndvlive.m3u8,https://www.visionndv.net/,false
tv-fe,TV FE,christian,,TV FE en Vivo | Canal Cristiano Dominicano - DR TV,"Sintoniza TV FE en vivo, programación cristiana dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","TV FE transmite programación cristiana en vivo desde Christian hymns and messages: alabanza, mensajes y contenido familiar. Sintonízalo en cualquier momento del día directamente en DR TV.",hls,https://vdopanel.jlahozconsulting.com/p/3662/hybrid/play.m3u8,https://www.tvfe.tv/index.html,false
cielo-tv,Cielo TV,christian,,Cielo TV en Vivo | Canal Cristiano Dominicano - DR TV,"Sintoniza Cielo TV en vivo, programación cristiana dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Cielo TV transmite programación cristiana en vivo desde Christian family programming: alabanza, mensajes y contenido familiar. Sintonízalo en cualquier momento del día directamente en DR TV.",iframe,https://streaming.servervideo.net/VideoPlayer/cielotv?autoplay=1,https://cielotv.do/,false
aliento-vision-tv,Aliento Visión TV,christian,,Aliento Visión TV en Vivo | Canal Cristiano Dominicano - DR TV,"Sintoniza Aliento Visión TV en vivo, programación cristiana dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Aliento Visión TV transmite programación cristiana en vivo desde Christian station based in New York - diaspora relevant: alabanza, mensajes y contenido familiar. Sintonízalo en cualquier momento del día directamente en DR TV.",youtube,youtube.com/embed/3xsTI98NSKw,https://www.alientovision.com/,false
acontecer-del-cibao-tv,Acontecer del Cibao TV,regional,Cibao region digital outlet,Acontecer del Cibao TV en Vivo | DR TV,"Ve Acontecer del Cibao TV en vivo, la señal de Cibao region digital outlet en República Dominicana. Transmisión en vivo, sin cortes, directo desde República...","Acontecer del Cibao TV es la señal local de Cibao region digital outlet, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Cibao region digital outlet —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",hls,https://gplayer.hiesoft.net/player.php?url=https://stream.hiesoft.net/memfs/a625d423-134a-47c2-b4d6-93c4dfdae4d4_output_0.m3u8?session=ev5Xh7sYqgNUYun5PqnQSi,https://www.acontecerdelcibao.com/p/tv.html,false
ztv-digital,ZTV Digital,entertainment,,ZTV Digital en Vivo Online | TV Dominicana Gratis - DR TV,"Disfruta ZTV Digital en vivo online, entretenimiento dominicano gratis. Transmisión en vivo, sin cortes, directo desde República Dominicana.","ZTV Digital transmite entretenimiento, variedades y programación familiar en vivo desde Z101 radio's TV arm. Una señal pensada para acompañarte todo el día, disponible en DR TV sin necesidad de buscar en otro sitio.",youtube,youtube.com/embed/strhKu8XiI8,https://z101digital.com/ztv/,false
tv-ola-44-hd,TV Ola 44 HD,regional,Eastern region UHF,"TV Ola 44 HD en Vivo | TV de Eastern region UHF, RD - DR TV","Ve TV Ola 44 HD en vivo, la señal de Eastern region UHF en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","TV Ola 44 HD es la señal local de Eastern region UHF, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Eastern region UHF —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",youtube,youtube.com/channel/UC-vonuM13POcYWAQx70OAIQ,https://teleola44hd.com/,false
hilando-fino-tv,Hilando Fino TV,entertainment,,Hilando Fino TV en Vivo Online | TV Dominicana Gratis - DR TV,"Disfruta Hilando Fino TV en vivo online, entretenimiento dominicano gratis. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Hilando Fino TV transmite entretenimiento, variedades y programación familiar en vivo desde family programming. Una señal pensada para acompañarte todo el día, disponible en DR TV sin necesidad de buscar en otro sitio.",youtube,youtube.com/channel/UCUPkqvKKBbtkuGKAVjW0uyw,https://www.hilandofinotv.com/,false
canalda-hd,Canalda HD,entertainment,,Canalda HD en Vivo Online | TV Dominicana Gratis - DR TV,"Disfruta Canalda HD en vivo online, entretenimiento dominicano gratis. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Canalda HD transmite entretenimiento, variedades y programación familiar en vivo desde National /music/. Una señal pensada para acompañarte todo el día, disponible en DR TV sin necesidad de buscar en otro sitio.",iframe,https://canalda.rgradio.net/hybrid-stream-video-widget/canalda,https://canaldahd.com/,false
bani-vision,Baní Visión,national-news,,Baní Visión en Vivo Online | Noticias y TV Dominicana - DR TV,"Mira Baní Visión en vivo online gratis, 24 horas al día. Disponible para la diáspora dominicana en cualquier parte del mundo.","Baní Visión es uno de los canales de referencia en República Dominicana, con programación de noticias, opinión y actualidad dominicana. En DR TV puedes seguir su transmisión en vivo directamente, sin salir de la página, ya sea que estés en la isla o formes parte de la diáspora dominicana en el exterior.",youtube,youtube.com/@Banivision,https://www.banivision.com/,true
digital-809-tv,Digital 809 TV,entertainment,,Digital 809 TV en Vivo Online | TV Dominicana Gratis - DR TV,"Disfruta Digital 809 TV en vivo online, entretenimiento dominicano gratis. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Digital 809 TV transmite entretenimiento, variedades y programación familiar en vivo desde Music video channel. Una señal pensada para acompañarte todo el día, disponible en DR TV sin necesidad de buscar en otro sitio.",hls,https://stream.inliveserver.com:19360/8146/8146.m3u8,https://digital809tv.com,false
valle-nuevo-tv,Valle Nuevo TV,regional,Constanza La Vega,"Valle Nuevo TV en Vivo | TV de Constanza La Vega, RD - DR TV","Ve Valle Nuevo TV en vivo, la señal de Constanza La Vega en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Valle Nuevo TV es la señal local de Constanza La Vega, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Constanza La Vega —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",youtube,youtube.com/@ValleNuevoTV,https://vallenuevotv.com/,false
el-sol-network-tv,EL Sol Network TV,entertainment,,EL Sol Network TV en Vivo Online | TV Dominicana Gratis - DR TV,"Disfruta EL Sol Network TV en vivo online, entretenimiento dominicano gratis. Transmisión en vivo, sin cortes, directo desde República Dominicana.","EL Sol Network TV transmite entretenimiento, variedades y programación familiar en vivo desde República Dominicana. Una señal pensada para acompañarte todo el día, disponible en DR TV sin necesidad de buscar en otro sitio.",youtube,youtube.com/embed/PCAxivrM4vIu0026t,https://elsolnetworktv.com/,false
tni-canal-51,TNI Canal 51,regional,/radio+TV circuit,"TNI Canal 51 en Vivo | TV de /radio+TV circuit, RD - DR TV","Ve TNI Canal 51 en vivo, la señal de /radio+TV circuit en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","TNI Canal 51 es la señal local de /radio+TV circuit, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de /radio+TV circuit —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",youtube,youtu.be/0yyFduNDg4U,https://tni51.com/,false
camu-tv,Camú TV,regional,La Vega online TV,"Camú TV en Vivo | TV de La Vega online TV, RD - DR TV","Ve Camú TV en vivo, la señal de La Vega online TV en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Camú TV es la señal local de La Vega online TV, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de La Vega online TV —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",hls,https://tv.ycrnet.uk/camutv.m3u8,https://www.camutv.net/,false
yuna-vision,Yuna Visión,regional,Monseñor Nouel,"Yuna Visión en Vivo | TV de Monseñor Nouel, RD - DR TV","Ve Yuna Visión en vivo, la señal de Monseñor Nouel en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Yuna Visión es la señal local de Monseñor Nouel, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Monseñor Nouel —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",hls,https://tele-stream.telecasa.net/live/st1/yunavision-hd/index.m3u8,https://www.yunavision.com/,false
vision-global-tv,Visión Global TV,entertainment,,Visión Global TV en Vivo Online | TV Dominicana Gratis - DR TV,"Disfruta Visión Global TV en vivo online, entretenimiento dominicano gratis. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Visión Global TV transmite entretenimiento, variedades y programación familiar en vivo desde Varied: /humor/movies/music. Una señal pensada para acompañarte todo el día, disponible en DR TV sin necesidad de buscar en otro sitio.",hls,https://vdopanel.jlahozconsulting.com:3407/hybrid/play.m3u8,https://visionglobaltv.net/,false
la-voz-de-maria,La Voz de María,christian,,La Voz de María en Vivo | Canal Cristiano Dominicano - DR TV,"Sintoniza La Voz de María en vivo, programación cristiana dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","La Voz de María transmite programación cristiana en vivo desde Catholic music station La Vega: alabanza, mensajes y contenido familiar. Sintonízalo en cualquier momento del día directamente en DR TV.",hls,https://live.lavozdemaria.com:3436/live/lavozdemarialive.m3u8,https://lavozdemaria.org/,false
maquina-vision,Máquina Visión,regional,La Romana online TV,"Máquina Visión en Vivo | TV de La Romana online TV, RD - DR TV","Ve Máquina Visión en vivo, la señal de La Romana online TV en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Máquina Visión es la señal local de La Romana online TV, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de La Romana online TV —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",hls,https://vdopanel.jlahozconsulting.com:3303/hybrid/play.m3u8,https://makinavision.net/,false
tenarenses-tv,Tenarenses TV,regional,Tenares digital TV,"Tenarenses TV en Vivo | TV de Tenares digital TV, RD - DR TV","Ve Tenarenses TV en vivo, la señal de Tenares digital TV en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Tenarenses TV es la señal local de Tenares digital TV, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Tenares digital TV —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",youtube,youtube.com/@tenarensestv,https://www.tenarenses.com/tv-en-vivo/,false
telecontacto-canal-57,Telecontacto Canal 57,regional,Santiago de los Caballeros,"Telecontacto Canal 57 en Vivo | TV de Santiago de los Caballeros, RD - DR TV","Ve Telecontacto Canal 57 en vivo, la señal de Santiago de los Caballeros en República Dominicana. Transmisión en vivo, sin cortes, directo desde República Dominicana.","Telecontacto Canal 57 es la señal local de Santiago de los Caballeros, llevando noticias, comunidad y programación regional a la pantalla. Para quienes son de Santiago de los Caballeros —dentro o fuera del país— DR TV te conecta con tu canal en vivo, directo desde casa.",iframe,https://streaming.grupomediosdelnorte.com:2020/VideoPlayer/telecontacto?autoplay=1,https://telecontacto.tv/,false
